source,kind,faction,role_or_helper,struct_key,sid,refkey,root_values,slot,category,player_rank,rank,difficulty,slot_extra,candidate,path,item_sid,generator_sid,mode,weight,chance,min_count,max_count,ammo_min,ammo_max,durability_min,durability_max,candidate_all_values
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables.ItemGenerator.[0].PossibleItems.[0],Bandage,,chance,,0.15,1,1,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.15"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables.ItemGenerator.[0].PossibleItems.[1],Sausage,,chance,,0.3,1,1,,,,,"{""ItemPrototypeSID"":""Sausage"",""Chance"":""0.3"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables.ItemGenerator.[0].PossibleItems.[2],Energetic,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables.ItemGenerator.[0].PossibleItems.[3],Medkit,,chance,,0.2,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.2"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[4],GeneralNPC_Consumables.ItemGenerator.[0].PossibleItems.[4],Vodka,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Vodka"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[0],Bandage,,chance,,1,1,3,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""1"",""MinCount"":""1"",""MaxCount"":""3""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[1],CannedFood,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""CannedFood"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[2],Energetic,,chance,,1.0,0,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""1.0"",""MinCount"":""0"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[3],Medkit,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[4],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[4],ArmyMedkit,,chance,,1.0,0,1,,,,,"{""ItemPrototypeSID"":""ArmyMedkit"",""Chance"":""1.0"",""MinCount"":""0"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[5],GeneralNPC_Consumables.ItemGenerator.[1].PossibleItems.[5],AntiRad,,chance,,1.0,0,2,,,,,"{""ItemPrototypeSID"":""AntiRad"",""Chance"":""1.0"",""MinCount"":""0"",""MaxCount"":""2""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[0],GeneralNPC_Consumables.ItemGenerator.[2].PossibleItems.[0],Bandage,,chance,,0.06,1,1,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.06"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[1],GeneralNPC_Consumables.ItemGenerator.[2].PossibleItems.[1],Sausage,,chance,,0.3,1,1,,,,,"{""ItemPrototypeSID"":""Sausage"",""Chance"":""0.3"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[2],GeneralNPC_Consumables.ItemGenerator.[2].PossibleItems.[2],Energetic,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[3],GeneralNPC_Consumables.ItemGenerator.[2].PossibleItems.[3],Medkit,,chance,,0.05,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.05"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[4],GeneralNPC_Consumables.ItemGenerator.[2].PossibleItems.[4],Vodka,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Vodka"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[0],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[0],Bandage,,chance,,0.5,1,2,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.5"",""MinCount"":""1"",""MaxCount"":""2""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[1],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[1],CannedFood,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""CannedFood"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[2],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[2],Energetic,,chance,,1.0,0,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""1.0"",""MinCount"":""0"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[3],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[3],Medkit,,chance,,0.5,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.5"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[4],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[4],ArmyMedkit,,chance,,0.2,1,1,,,,,"{""ItemPrototypeSID"":""ArmyMedkit"",""Chance"":""0.2"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,,GeneralNPC_Consumables,GeneralNPC_Consumables,,"{""SID"":""GeneralNPC_Consumables""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[5],GeneralNPC_Consumables.ItemGenerator.[3].PossibleItems.[5],AntiRad,,chance,,1.0,0,2,,,,,"{""ItemPrototypeSID"":""AntiRad"",""Chance"":""1.0"",""MinCount"":""0"",""MaxCount"":""2""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables_Recon.ItemGenerator.[0].PossibleItems.[0],Bandage,,chance,,0.3,1,1,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.3"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables_Recon.ItemGenerator.[0].PossibleItems.[1],Bread,,chance,,0.7,1,1,,,,,"{""ItemPrototypeSID"":""Bread"",""Chance"":""0.7"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables_Recon.ItemGenerator.[0].PossibleItems.[2],Energetic,,chance,,0.2,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.2"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[0],Consumable,"ERank::Newbie, ERank::Experienced",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables_Recon.ItemGenerator.[0].PossibleItems.[3],Medkit,,chance,,0.1,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.1"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[0],GeneralNPC_Consumables_Recon.ItemGenerator.[1].PossibleItems.[0],Bandage,,chance,,1,1,2,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""1"",""MinCount"":""1"",""MaxCount"":""2""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[1],GeneralNPC_Consumables_Recon.ItemGenerator.[1].PossibleItems.[1],CannedFood,,chance,,0.5,1,1,,,,,"{""ItemPrototypeSID"":""CannedFood"",""Chance"":""0.5"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[2],GeneralNPC_Consumables_Recon.ItemGenerator.[1].PossibleItems.[2],Energetic,,chance,,1.0,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""1.0"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[3],GeneralNPC_Consumables_Recon.ItemGenerator.[1].PossibleItems.[3],Medkit,,chance,,0.25,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.25"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[1],Consumable,"ERank::Veteran, ERank::Master",,"EGameDifficulty::Easy, EGameDifficulty::Medium, EGameDifficulty::Hard",{},[4],GeneralNPC_Consumables_Recon.ItemGenerator.[1].PossibleItems.[4],AntiRad,,chance,,0.4,1,1,,,,,"{""ItemPrototypeSID"":""AntiRad"",""Chance"":""0.4"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[0],GeneralNPC_Consumables_Recon.ItemGenerator.[2].PossibleItems.[0],Bandage,,chance,,0.05,1,1,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.05"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[1],GeneralNPC_Consumables_Recon.ItemGenerator.[2].PossibleItems.[1],Bread,,chance,,0.7,1,1,,,,,"{""ItemPrototypeSID"":""Bread"",""Chance"":""0.7"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[2],GeneralNPC_Consumables_Recon.ItemGenerator.[2].PossibleItems.[2],Energetic,,chance,,0.2,1,1,,,,,"{""ItemPrototypeSID"":""Energetic"",""Chance"":""0.2"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[2],Consumable,"ERank::Newbie, ERank::Experienced",,EGameDifficulty::Stalker,{},[3],GeneralNPC_Consumables_Recon.ItemGenerator.[2].PossibleItems.[3],Medkit,,chance,,0.06,1,1,,,,,"{""ItemPrototypeSID"":""Medkit"",""Chance"":""0.06"",""MinCount"":""1"",""MaxCount"":""1""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[0],GeneralNPC_Consumables_Recon.ItemGenerator.[3].PossibleItems.[0],Bandage,,chance,,0.5,1,2,,,,,"{""ItemPrototypeSID"":""Bandage"",""Chance"":""0.5"",""MinCount"":""1"",""MaxCount"":""2""}"
vanilla/Stalker2/Content/GameLite/GameData/ItemGeneratorPrototypes.cfg,consumable,shared,Recon,GeneralNPC_Consumables_Recon,GeneralNPC_Consumables_Recon,,"{""SID"":""GeneralNPC_Consumables_Recon""}",[3],Consumable,"ERank::Veteran, ERank::Master",,EGameDifficulty::Stalker,{},[1],GeneralNPC_Consumables_Recon.ItemGenerator.[3].PossibleItems.[1],CannedFood,,chance,,0.5,1,1,,,,,"{""ItemPrototypeSID"":""CannedFood"",""Chance"":""0.5"",""MinCount"":""1"",""MaxCount"":""1""}"
